"Country","Code","Continent","Region","Year","CO2 Emissions Per Capita","CO2 Emissions","CO2 Emissions Per $1 GDP"
"Afghanistan","004","Asia","Southern Asia","2011","0.420932655980935","12251.447","0.248315372"
"Afghanistan","004","Asia","Southern Asia","2010","0.298289530193382","8470.77","0.182184115"
"Afghanistan","004","Asia","Southern Asia","2009","0.244570891628528","6776.616","0.158038584"
"Afghanistan","004","Asia","Southern Asia","2008","0.156001008723042","4217.05","0.119019598"
"Afghanistan","004","Asia","Southern Asia","2007","0.0865631699552052","2280.874","0.066698864"
"Afghanistan","004","Asia","Southern Asia","2006","0.0646664493800973","1657.484","0.055129048"
"Afghanistan","004","Asia","Southern Asia","2005","0.0538378507094788","1338.455","0.046990513"
"Afghanistan","004","Asia","Southern Asia","2004","0.0398476069586166","957.087","0.037356486"
"Afghanistan","004","Asia","Southern Asia","2003","0.0448933476875164","1037.761","0.040932865"
"Afghanistan","004","Asia","Southern Asia","2002","0.0402988703319752","894.748","0.038272049"
"Afghanistan","004","Asia","Southern Asia","2001","0.0302322742475073","645.392",""
"Afghanistan","004","Asia","Southern Asia","2000","0.0379246102034633","781.071",""
"Afghanistan","004","Asia","Southern Asia","1999","0.0416473729442398","832.409",""
"Afghanistan","004","Asia","Southern Asia","1998","0.0541675582643255","1056.096",""
"Afghanistan","004","Asia","Southern Asia","1997","0.0586065272553935","1114.768",""
"Afghanistan","004","Asia","Southern Asia","1996","0.0651147982490871","1199.109",""
"Afghanistan","004","Asia","Southern Asia","1995","0.0721469767582564","1268.782",""
"Afghanistan","004","Asia","Southern Asia","1994","0.0800799853539741","1320.12",""
"Afghanistan","004","Asia","Southern Asia","1993","0.0906158517198149","1375.125",""
"Afghanistan","004","Asia","Southern Asia","1992","0.103278005102276","1426.463",""
"Afghanistan","004","Asia","Southern Asia","1991","0.197712614839642","2493.56",""
"Afghanistan","004","Asia","Southern Asia","1990","0.228187363382394","2676.91",""
"Albania","008","Europe","Southern Europe","2011","1.48010912262757","4668.091","0.166702905"
"Albania","008","Europe","Southern Europe","2010","1.40154526318329","4415.068","0.161680358"
"Albania","008","Europe","Southern Europe","2009","1.42435559956017","4488.408","0.170458974"
"Albania","008","Europe","Southern Europe","2008","1.47534632111431","4657.09","0.182797591"
"Albania","008","Europe","Southern Europe","2007","1.41411657173755","4477.407","0.188989422"
"Albania","008","Europe","Southern Europe","2006","1.21557768920544","3865.018","0.172766219"
"Albania","008","Europe","Southern Europe","2005","1.33089705362423","4253.72","0.199648269"
"Albania","008","Europe","Southern Europe","2004","1.29522911687313","4165.712","0.206270912"
"Albania","008","Europe","Southern Europe","2003","1.32557784888181","4294.057","0.225171029"
"Albania","008","Europe","Southern Europe","2002","1.14945017704397","3751.341","0.207924774"
"Albania","008","Europe","Southern Europe","2001","0.980891845734924","3223.293","0.183837817"
"Albania","008","Europe","Southern Europe","2000","0.914267940070464","3021.608","0.184398324"
"Albania","008","Europe","Southern Europe","1999","0.899635647529597","2984.938","0.195458195"
"Albania","008","Europe","Southern Europe","1998","0.527093427187128","1752.826","0.126370206"
"Albania","008","Europe","Southern Europe","1997","0.463422424224413","1543.807","0.125436177"
"Albania","008","Europe","Southern Europe","1996","0.603658797567107","2016.85","0.147156598"
"Albania","008","Europe","Southern Europe","1995","0.621385121109945","2086.523","0.166094047"
"Albania","008","Europe","Southern Europe","1994","0.56992696123086","1928.842","0.173963227"
"Albania","008","Europe","Southern Europe","1993","0.685695348347223","2343.213","0.228876406"
"Albania","008","Europe","Southern Europe","1992","0.692577704100372","2387.217","0.255559312"
"Albania","008","Europe","Southern Europe","1991","1.14787082236558","3971.361","0.39453647"
"Albania","008","Europe","Southern Europe","1990","2.1724021884126","7488.014","0.523787298"
"Algeria","012","Africa","Northern Africa","2011","3.22420156024837","121755.401","0.255771854"
"Algeria","012","Africa","Northern Africa","2010","3.21822540756478","119276.509","0.25758029"
"Algeria","012","Africa","Northern Africa","2009","3.33598179186705","121374.033","0.271546341"
"Algeria","012","Africa","Northern Africa","2008","3.12315273817824","111575.809","0.25361903"
"Algeria","012","Africa","Northern Africa","2007","3.11407815752455","109294.935","0.253403145"
"Algeria","012","Africa","Northern Africa","2006","2.92459156511447","100919.507","0.241939971"
"Algeria","012","Africa","Northern Africa","2005","3.15444315482424","107127.738","0.261189306"
"Algeria","012","Africa","Northern Africa","2004","2.67452294580508","89493.135","0.231067645"
"Algeria","012","Africa","Northern Africa","2003","2.8037402280647","92533.078","0.249190071"
"Algeria","012","Africa","Northern Africa","2002","2.78923206804217","90853.592","0.262283284"
"Algeria","012","Africa","Northern Africa","2001","2.62186033815406","84293.329","0.256971899"
"Algeria","012","Africa","Northern Africa","2000","2.77214755527437","87930.993","0.280425876"
"Algeria","012","Africa","Northern Africa","1999","2.94532031367526","92118.707","0.300244348"
"Algeria","012","Africa","Northern Africa","1998","3.47432043058445","107080.067","0.360176476"
"Algeria","012","Africa","Northern Africa","1997","2.90636555062295","88195.017","0.31178376"
"Algeria","012","Africa","Northern Africa","1996","3.25450893155109","97131.496","0.347152802"
"Algeria","012","Africa","Northern Africa","1995","3.25240188087768","95345.667","0.354741731"
"Algeria","012","Africa","Northern Africa","1994","3.00843801057075","86500.863","0.33406355"
"Algeria","012","Africa","Northern Africa","1993","2.92265430669419","82294.814","0.314959556"
"Algeria","012","Africa","Northern Africa","1992","2.97566728433775","81935.448","0.306998916"
"Algeria","012","Africa","Northern Africa","1991","3.02005654640649","81220.383","0.309797444"
"Algeria","012","Africa","Northern Africa","1990","3.00783991193804","78924.841","0.297429099"
"Andorra","020","Europe","Southern Europe","2011","","491.378",""
"Andorra","020","Europe","Southern Europe","2010","","517.047",""
"Andorra","020","Europe","Southern Europe","2009","","517.047",""
"Andorra","020","Europe","Southern Europe","2008","","539.049",""
"Andorra","020","Europe","Southern Europe","2007","","539.049",""
"Andorra","020","Europe","Southern Europe","2006","","546.383",""
"Andorra","020","Europe","Southern Europe","2005","","575.719",""
"Andorra","020","Europe","Southern Europe","2004","","564.718",""
"Andorra","020","Europe","Southern Europe","2003","","535.382",""
"Andorra","020","Europe","Southern Europe","2002","","531.715",""
"Andorra","020","Europe","Southern Europe","2001","","524.381",""
"Andorra","020","Europe","Southern Europe","2000","","524.381",""
"Andorra","020","Europe","Southern Europe","1999","","513.38",""
"Andorra","020","Europe","Southern Europe","1998","","484.044",""
"Andorra","020","Europe","Southern Europe","1997","","458.375",""
"Andorra","020","Europe","Southern Europe","1996","","425.372",""
"Andorra","020","Europe","Southern Europe","1995","","407.037",""
"Angola","024","Africa","Middle Africa","2011","1.47221568951002","29710.034","0.207527234"
"Angola","024","Africa","Middle Africa","2010","1.52145114021477","29743.037","0.215898952"
"Angola","024","Africa","Middle Africa","2009","1.5513399888517","29361.669","0.220393433"
"Angola","024","Africa","Middle Africa","2008","1.48366362915472","27172.47","0.208882263"
"Angola","024","Africa","Middle Africa","2007","1.41998548622173","25151.953","0.220065443"
"Angola","024","Africa","Middle Africa","2006","1.30040253097564","22266.024","0.238829888"
"Angola","024","Africa","Middle Africa","2005","1.15788035765145","19156.408","0.248081122"
"Angola","024","Africa","Middle Africa","2004","1.17629781841887","18793.375","0.287824464"
"Angola","024","Africa","Middle Africa","2003","0.587820498895181","9064.824","0.153933599"
"Angola","024","Africa","Middle Africa","2002","0.850821552359864","12665.818","0.226370258"
"Angola","024","Africa","Middle Africa","2001","0.676539905401931","9732.218","0.197980936"
"Angola","024","Africa","Middle Africa","2000","0.6852123493619","9541.534","0.202294855"
"Angola","024","Africa","Middle Africa","1999","0.677726241349765","9156.499","0.199978924"
"Angola","024","Africa","Middle Africa","1998","0.556293635445657","7308.331","0.164785933"
"Angola","024","Africa","Middle Africa","1997","0.577081314396843","7381.671","0.177765398"
"Angola","024","Africa","Middle Africa","1996","0.842542028574652","10491.287","0.272610612"
"Angola","024","Africa","Middle Africa","1995","0.90971042264356","11012.001","0.318188895"
"Angola","024","Africa","Middle Africa","1994","0.331307491711111","3890.687","0.124112106"
"Angola","024","Africa","Middle Africa","1993","0.51012261878926","5801.194","0.191533872"
"Angola","024","Africa","Middle Africa","1992","0.401602489121364","4418.735","0.10985533"
"Angola","024","Africa","Middle Africa","1991","0.409979247567313","4367.397","0.101087051"
"Angola","024","Africa","Middle Africa","1990","0.428662944786084","4429.736","0.10129958"
"Anguilla","660","Americas","Caribbean","2011","","143.013",""
"Anguilla","660","Americas","Caribbean","2010","","150.347",""
"Anguilla","660","Americas","Caribbean","2009","","146.68",""
"Anguilla","660","Americas","Caribbean","2008","","150.347",""
"Anguilla","660","Americas","Caribbean","2007","","150.347",""
"Anguilla","660","Americas","Caribbean","2006","","143.013",""
"Anguilla","660","Americas","Caribbean","2005","","128.345",""
"Anguilla","660","Americas","Caribbean","2004","","121.011",""
"Anguilla","660","Americas","Caribbean","2003","","102.676",""
"Anguilla","660","Americas","Caribbean","2002","","95.342",""
"Anguilla","660","Americas","Caribbean","2001","","95.342",""
"Anguilla","660","Americas","Caribbean","2000","","62.339",""
"Anguilla","660","Americas","Caribbean","1999","","51.338",""
"Anguilla","660","Americas","Caribbean","1998","","47.671",""
"Anguilla","660","Americas","Caribbean","1997","","44.004",""
"Antigua and Barbuda","028","Americas","Caribbean","2011","5.8238043379617","513.38","0.291366142"
"Antigua and Barbuda","028","Americas","Caribbean","2010","6.01126867125973","524.381","0.292272264"
"Antigua and Barbuda","028","Americas","Caribbean","2009","5.90629200463499","509.713","0.263803805"
"Antigua and Barbuda","028","Americas","Caribbean","2008","5.62838463250887","480.377","0.218696809"
"Antigua and Barbuda","028","Americas","Caribbean","2007","5.56152469874522","469.376","0.213840441"
"Antigua and Barbuda","028","Americas","Caribbean","2006","5.0962895515593","425.372","0.21220118"
"Antigua and Barbuda","028","Americas","Caribbean","2005","4.97431114879186","410.704","0.232289988"
"Antigua and Barbuda","028","Americas","Caribbean","2004","4.98099561908025","407.037","0.244220533"
"Antigua and Barbuda","028","Americas","Caribbean","2003","4.80448432710373","388.702","0.245548577"
"Antigua and Barbuda","028","Americas","Caribbean","2002","4.53621142071723","363.033","0.242895019"
"Antigua and Barbuda","028","Americas","Caribbean","2001","4.36481284505901","344.698","0.237371725"
"Antigua and Barbuda","028","Americas","Caribbean","2000","4.43923861528951","344.698","0.229789498"
"Antigua and Barbuda","028","Americas","Caribbean","1999","4.58127852079799","348.365","0.243942773"
"Antigua and Barbuda","028","Americas","Caribbean","1998","4.49690052017357","333.697","0.243302513"
"Antigua and Barbuda","028","Americas","Caribbean","1997","4.67056152397829","337.364","0.256817994"
"Antigua and Barbuda","028","Americas","Caribbean","1996","4.59386433198093","322.696","0.257654162"
"Antigua and Barbuda","028","Americas","Caribbean","1995","4.72129804386311","322.696","0.275018922"
"Antigua and Barbuda","028","Americas","Caribbean","1994","4.68362133734034","311.695","0.254547839"
"Antigua and Barbuda","028","Americas","Caribbean","1993","4.69200530307702","304.361","0.264286319"
"Antigua and Barbuda","028","Americas","Caribbean","1992","4.56684112620992","289.693","0.265108409"
"Antigua and Barbuda","028","Americas","Caribbean","1991","4.6416234057553","289.693","0.267357027"
"Antigua and Barbuda","028","Americas","Caribbean","1990","4.85726747003521","300.694","0.283161135"
"Argentina","032","Americas","South America","2011","4.66586863064601","190034.941",""
"Argentina","032","Americas","South America","2010","4.43354497661677","179000.938",""
"Argentina","032","Americas","South America","2009","4.51370116476909","180654.755",""
"Argentina","032","Americas","South America","2008","4.82857009851502","191578.748",""
"Argentina","032","Americas","South America","2007","4.56983991170201","179738.005",""
"Argentina","032","Americas","South America","2006","4.46889761484307","174237.505",""
"Argentina","032","Americas","South America","2005","4.16457700342172","160951.964",""
"Argentina","032","Americas","South America","2004","4.07661638080399","156170.196",""
"Argentina","032","Americas","South America","2003","3.50606602599061","133126.768",""
"Argentina","032","Americas","South America","2002","3.27595661635645","123266.205",""
"Argentina","032","Americas","South America","2001","3.55835157983204","132631.723",""
"Argentina","032","Americas","South America","2000","3.82290241621381","141076.824",""
"Argentina","032","Americas","South America","1999","3.98438959606193","145488.225",""
"Argentina","032","Americas","South America","1998","3.8126933467799","137673.848",""
"Argentina","032","Americas","South America","1997","3.77346520717481","134677.909",""
"Argentina","032","Americas","South America","1996","3.66428906249335","129217.746",""
"Argentina","032","Americas","South America","1995","3.51812597120078","122547.473",""
"Argentina","032","Americas","South America","1994","3.5858401714242","123350.546",""
"Argentina","032","Americas","South America","1993","3.49241211053065","118609.115",""
"Argentina","032","Americas","South America","1992","3.62304485963537","121447.373",""
"Argentina","032","Americas","South America","1991","3.53803832564066","117021.304",""
"Argentina","032","Americas","South America","1990","3.45177026584072","112613.57",""
"Armenia","051","Asia","Western Asia","2011","1.67383607951095","4961.451","0.245706048"
"Armenia","051","Asia","Western Asia","2010","1.42299837759187","4217.05","0.218656591"
"Armenia","051","Asia","Western Asia","2009","1.4689477028483","4360.063","0.231045483"
"Armenia","051","Asia","Western Asia","2008","1.86706781018093","5559.172","0.252903702"
"Armenia","051","Asia","Western Asia","2007","1.69375480370128","5064.127","0.246278993"
"Armenia","051","Asia","Western Asia","2006","1.45927235272707","4382.065","0.242409678"
"Armenia","051","Asia","Western Asia","2005","1.44373095511419","4352.729","0.272565909"
"Armenia","051","Asia","Western Asia","2004","1.20469835922968","3644.998","0.25989634"
"Armenia","051","Asia","Western Asia","2003","1.12931780692694","3428.645","0.27006062"
"Armenia","051","Asia","Western Asia","2002","0.998886774606646","3043.61","0.27339337"
"Armenia","051","Asia","Western Asia","2001","1.15763670113335","3542.322","0.360147892"
"Armenia","051","Asia","Western Asia","2000","1.12652945387306","3465.315","0.385988415"
"Armenia","051","Asia","Western Asia","1999","0.988511936699614","3058.278","0.360748448"
"Armenia","051","Asia","Western Asia","1998","1.09434274410384","3406.643","0.415101647"
"Armenia","051","Asia","Western Asia","1997","1.04482523874541","3278.298","0.428623505"
"Armenia","051","Asia","Western Asia","1996","0.821584565571898","2607.237","0.352206204"
"Armenia","051","Asia","Western Asia","1995","1.08308924156414","3490.984","0.499250369"
"Armenia","051","Asia","Western Asia","1994","0.901718661995056","2966.603","0.45353172"
"Armenia","051","Asia","Western Asia","1993","0.859706564999037","2896.93","0.466795713"
"Armenia","051","Asia","Western Asia","1992","1.17467416263878","4052.035","0.595465891"
"Aruba","533","Americas","Caribbean","2011","23.9233508613586","2438.555",""
"Aruba","533","Americas","Caribbean","2010","24.182702245145","2456.89",""
"Aruba","533","Americas","Caribbean","2009","24.8762152675068","2522.896",""
"Aruba","533","Americas","Caribbean","2008","24.7496447742343","2508.228",""
"Aruba","533","Americas","Caribbean","2007","25.6134618994458","2592.569",""
"Aruba","533","Americas","Caribbean","2006","24.7667063373996","2497.227",""
"Aruba","533","Americas","Caribbean","2005","24.9645309953914","2497.227",""
"Aruba","533","Americas","Caribbean","2004","24.5105426262381","2420.22",""
"Aruba","533","Americas","Caribbean","2003","24.9090656084111","2416.553",""
"Aruba","533","Americas","Caribbean","2002","24.9755145007632","2372.549",""
"Aruba","533","Americas","Caribbean","2001","25.3824897194652","2357.881",""
"Aruba","533","Americas","Caribbean","2000","25.5476787954831","2321.211",""
"Aruba","533","Americas","Caribbean","1999","19.6525886477012","1749.159",""
"Aruba","533","Americas","Caribbean","1998","19.6215339841423","1712.489",""
"Aruba","533","Americas","Caribbean","1997","21.5006612285979","1837.167",""
"Aruba","533","Americas","Caribbean","1996","21.6418895366308","1800.497",""
"Aruba","533","Americas","Caribbean","1995","22.1866145457262","1782.162",""
"Aruba","533","Americas","Caribbean","1994","22.9964406779661","1763.827",""
"Aruba","533","Americas","Caribbean","1993","24.4304808408508","1771.161",""
"Aruba","533","Americas","Caribbean","1992","25.258151974793","1723.49",""
"Aruba","533","Americas","Caribbean","1991","29.8476084366247","1928.842",""
"Aruba","533","Americas","Caribbean","1990","29.6201647679732","1840.834",""
"Australia","036","Oceania","Australia and New Zealand","2011","16.2282694655922","369039.546","0.396087653"
"Australia","036","Oceania","Australia and New Zealand","2010","16.4328891157879","368170.467","0.404328314"
"Australia","036","Oceania","Australia and New Zealand","2009","17.3554454404548","382464.433","0.428268533"
"Australia","036","Oceania","Australia and New Zealand","2008","17.3802669842752","376197.53","0.428546405"
"Australia","036","Oceania","Australia and New Zealand","2007","17.1228016733663","363795.736","0.429761869"
"Australia","036","Oceania","Australia and New Zealand","2006","17.1548943060925","357946.871","0.438752306"
"Australia","036","Oceania","Australia and New Zealand","2005","17.0689868531031","350268.173","0.442180302"
"Australia","036","Oceania","Australia and New Zealand","2004","16.9536223814242","342776.492","0.446641153"
"Australia","036","Oceania","Australia and New Zealand","2003","16.8572913981727","336355.575","0.456491892"
"Australia","036","Oceania","Australia and New Zealand","2002","17.3166046019136","341390.366","0.477591891"
"Australia","036","Oceania","Australia and New Zealand","2001","16.6712978127194","324877.865","0.472048985"
"Australia","036","Oceania","Australia and New Zealand","2000","17.1075082023681","329479.95","0.487969063"
"Australia","036","Oceania","Australia and New Zealand","1999","17.1005809610311","325380.244","0.500556418"
"Australia","036","Oceania","Australia and New Zealand","1998","16.8646998874993","316964.479","0.512011072"
"Australia","036","Oceania","Australia and New Zealand","1997","16.4753282823304","305838.801","0.515929327"
"Australia","036","Oceania","Australia and New Zealand","1996","16.4807712640527","302241.474","0.529967122"
"Australia","036","Oceania","Australia and New Zealand","1995","15.5560208503157","281940.962","0.513885306"
"Australia","036","Oceania","Australia and New Zealand","1994","15.524280057266","278204.289","0.526755161"
"Australia","036","Oceania","Australia and New Zealand","1993","15.6549170537402","277478.223","0.546630629"
"Australia","036","Oceania","Australia and New Zealand","1992","15.2932494070821","268068.701","0.54930012"
"Australia","036","Oceania","Australia and New Zealand","1991","15.10100848337","261574.444","0.538158429"
"Australia","036","Oceania","Australia and New Zealand","1990","15.4325323543159","263847.984","0.540523741"
"Austria","040","Europe","Western Europe","2011","7.73197883525102","65202.927","0.176475125"
"Austria","040","Europe","Western Europe","2010","8.09043012052954","67975.179","0.189629129"
"Austria","040","Europe","Western Europe","2009","7.58305010767811","63483.104","0.180427313"
"Austria","040","Europe","Western Europe","2008","8.24161110431162","68752.583","0.187980277"
"Austria","040","Europe","Western Europe","2007","8.38893682135143","69724.338","0.193586924"
"Austria","040","Europe","Western Europe","2006","8.7242723644993","72214.231","0.207761079"
"Austria","040","Europe","Western Europe","2005","9.01593910813046","74278.752","0.220861465"
"Austria","040","Europe","Western Europe","2004","8.82112999909559","72272.903","0.21949759"
"Austria","040","Europe","Western Europe","2003","8.85188340623228","72074.885","0.224818933"
"Austria","040","Europe","Western Europe","2002","8.27723397650264","66977.755","0.2104995"
"Austria","040","Europe","Western Europe","2001","8.17273996700392","65785.98","0.210177528"
"Austria","040","Europe","Western Europe","2000","7.75394282630667","62188.653","0.201367802"
"Austria","040","Europe","Western Europe","1999","7.73208153556457","61917.295","0.207242396"
"Austria","040","Europe","Western Europe","1998","7.95572309378477","63717.792","0.220925201"
"Austria","040","Europe","Western Europe","1997","7.82439852440516","62705.7","0.225155894"
"Austria","040","Europe","Western Europe","1996","7.89408047724252","63226.414","0.232031591"
"Austria","040","Europe","Western Europe","1995","7.49208740682338","59827.105","0.224822316"
"Austria","040","Europe","Western Europe","1994","7.19243785606984","57095.19","0.220280422"
"Austria","040","Europe","Western Europe","1993","7.25773716423828","57135.527","0.225731242"
"Austria","040","Europe","Western Europe","1992","7.27032457946106","56688.153","0.225143641"
"Austria","040","Europe","Western Europe","1991","7.97762319164707","61638.603","0.249929952"
"Austria","040","Europe","Western Europe","1990","7.52571570720786","57722.247","0.242105214"
"Azerbaijan","031","Asia","Western Asia","2011","3.63574628967647","33457.708","0.23151859"
"Azerbaijan","031","Asia","Western Asia","2010","3.37318012499123","30678.122","0.212424526"
"Azerbaijan","031","Asia","Western Asia","2009","3.55018424782885","31902.9","0.231628747"
"Azerbaijan","031","Asia","Western Asia","2008","3.9992360607272","35503.894","0.282031682"
"Azerbaijan","031","Asia","Western Asia","2007","3.47879311142992","30509.44","0.268465073"
"Azerbaijan","031","Asia","Western Asia","2006","4.52016155557192","39167.227","0.430979489"
"Azerbaijan","031","Asia","Western Asia","2005","4.00983207834087","34337.788","0.508192644"
"Azerbaijan","031","Asia","Western Asia","2004","3.79083704237397","32089.917","0.600304681"
"Azerbaijan","031","Asia","Western Asia","2003","3.65772578785446","30615.783","0.631146391"
"Azerbaijan","031","Asia","Western Asia","2002","3.57675384141198","29614.692","0.678885825"
"Azerbaijan","031","Asia","Western Asia","2001","3.51065075681841","28771.282","0.729463991"
"Azerbaijan","031","Asia","Western Asia","2000","3.63504395680474","29508.349","0.822218508"
"Azerbaijan","031","Asia","Western Asia","1999","3.5508397432584","28576.931","0.884651013"
"Azerbaijan","031","Asia","Western Asia","1998","3.96714943778289","31675.546","1.053136794"
"Azerbaijan","031","Asia","Western Asia","1997","3.7629389736731","29809.043","1.090187998"
"Azerbaijan","031","Asia","Western Asia","1996","4.01291842502165","31510.531","1.219255588"
"Azerbaijan","031","Asia","Western Asia","1995","4.30839606599367","33479.71","1.312291049"
"Azerbaijan","031","Asia","Western Asia","1994","5.55989150930121","42672.879","1.475261484"
"Azerbaijan","031","Asia","Western Asia","1993","6.523607283899","49365.154","1.370418147"
"Azerbaijan","031","Asia","Western Asia","1992","7.74109009357234","57678.243","1.231320102"
"Bahamas","044","Americas","Caribbean","2011","5.2052378859556","1906.84","0.229420056"
"Bahamas","044","Americas","Caribbean","2010","6.83561073847844","2464.224","0.298298445"
"Bahamas","044","Americas","Caribbean","2009","4.63428229692066","1642.816","0.201925732"
"Bahamas","044","Americas","Caribbean","2008","3.00021530688408","1045.095","0.123093796"
"Bahamas","044","Americas","Caribbean","2007","4.52412958377309","1547.474","0.178029471"
"Bahamas","044","Americas","Caribbean","2006","4.53428261556155","1521.805","0.177608895"
"Bahamas","044","Americas","Caribbean","2005","4.85831145468689","1598.812","0.191292708"
"Bahamas","044","Americas","Caribbean","2004","5.34581265508685","1723.49","0.213211464"
"Bahamas","044","Americas","Caribbean","2003","4.80995741768687","1518.138","0.189465668"
"Bahamas","044","Americas","Caribbean","2002","5.10230100408039","1576.81","0.194299146"
"Bahamas","044","Americas","Caribbean","2001","5.17970330522599","1569.476","0.198626059"
"Bahamas","044","Americas","Caribbean","2000","5.60347462209371","1668.485","0.216700383"
"Bahamas","044","Americas","Caribbean","1999","5.71090368795196","1675.819","0.226683867"
"Bahamas","044","Americas","Caribbean","1998","5.79280919958886","1679.486","0.24340992"
"Bahamas","044","Americas","Caribbean","1997","4.75561365894473","1364.124","0.207028791"
"Bahamas","044","Americas","Caribbean","1996","5.88161577563294","1668.485","0.258442716"
"Bahamas","044","Americas","Caribbean","1995","6.01018746652383","1683.153","0.271726106"
"Bahamas","044","Americas","Caribbean","1994","6.11565513740845","1686.82","0.284242235"
"Bahamas","044","Americas","Caribbean","1993","6.2761217978274","1701.488","0.295742287"
"Bahamas","044","Americas","Caribbean","1992","6.73875691946922","1793.163","0.31263604"
"Bahamas","044","Americas","Caribbean","1991","6.82553944435508","1782.162","0.298831252"
"Bahamas","044","Americas","Caribbean","1990","7.61043622092706","1950.844","0.313436418"
"Bahrain","048","Asia","Western Asia","2011","18.131278408124","23439.464","0.452339084"
"Bahrain","048","Asia","Western Asia","2010","18.5794690107094","23252.447","0.458154151"
"Bahrain","048","Asia","Western Asia","2009","18.2159148798319","21704.973","0.446200205"
"Bahrain","048","Asia","Western Asia","2008","21.5149627521643","24011.516","0.506153734"
"Bahrain","048","Asia","Western Asia","2007","21.3231336568015","22013.001","0.493004795"
"Bahrain","048","Asia","Western Asia","2006","19.8012778786709","18830.045","0.456689895"
"Bahrain","048","Asia","Western Asia","2005","21.8385485950515","19207.746","0.495984221"
"Bahrain","048","Asia","Western Asia","2004","21.340424494671","17509.925","0.48274821"
"Bahrain","048","Asia","Western Asia","2003","21.3306474384049","16468.497","0.485732082"
"Bahrain","048","Asia","Western Asia","2002","21.4301001582164","15698.427","0.490911207"
"Bahrain","048","Asia","Western Asia","2001","19.9317151080002","13927.266","0.451265093"
"Bahrain","048","Asia","Western Asia","2000","27.8987428150706","18643.028","0.619110536"
"Bahrain","048","Asia","Western Asia","1999","28.1155757489706","18019.638","0.630124194"
"Bahrain","048","Asia","Western Asia","1998","29.803352673605","18404.673","0.67126268"
"Bahrain","048","Asia","Western Asia","1997","28.9910294609977","17319.241","0.661931585"
"Bahrain","048","Asia","Western Asia","1996","26.9475605359352","15621.42","0.61550833"
"Bahrain","048","Asia","Western Asia","1995","28.4198517020559","16021.123","0.657201963"
"Bahrain","048","Asia","Western Asia","1994","29.0798568749203","15969.785","0.680841248"
"Bahrain","048","Asia","Western Asia","1993","29.3107552392988","15702.094","0.667755172"
"Bahrain","048","Asia","Western Asia","1992","21.9142727608364","11455.708","0.549870187"
"Bahrain","048","Asia","Western Asia","1991","24.2046679551452","12335.788","0.631726134"
"Bahrain","048","Asia","Western Asia","1990","25.5388068007678","12665.818","0.721468082"
"Bangladesh","050","Asia","Southern Asia","2011","0.373339090754091","57069.521","0.144229873"
"Bangladesh","050","Asia","Southern Asia","2010","0.37156390079171","56152.771","0.151086803"
"Bangladesh","050","Asia","Southern Asia","2009","0.353103928948631","52790.132","0.149953298"
"Bangladesh","050","Asia","Southern Asia","2008","0.335078178398188","49581.507","0.147944525"
"Bangladesh","050","Asia","Southern Asia","2007","0.320136562614626","46886.262","0.148315707"
"Bangladesh","050","Asia","Southern Asia","2006","0.332278182488306","48136.709","0.16301953"
"Bangladesh","050","Asia","Southern Asia","2005","0.262365597332536","37553.747","0.135664563"
"Bangladesh","050","Asia","Southern Asia","2004","0.28144773001968","39750.28","0.152985228"
"Bangladesh","050","Asia","Southern Asia","2003","0.243437439168624","33883.08","0.137236963"
"Bangladesh","050","Asia","Southern Asia","2002","0.246025687625601","33707.064","0.142994693"
"Bangladesh","050","Asia","Southern Asia","2001","0.240902076214146","32456.617","0.142967777"
"Bangladesh","050","Asia","Southern Asia","2000","0.2105190561662","27869.2","0.128993632"
"Bangladesh","050","Asia","Southern Asia","1999","0.194174893387984","25236.294","0.122990074"
"Bangladesh","050","Asia","Southern Asia","1998","0.188644998745044","24048.186","0.122673196"
"Bangladesh","050","Asia","Southern Asia","1997","0.200599318189722","25063.945","0.134473799"
"Bangladesh","050","Asia","Southern Asia","1996","0.196320874971373","24029.851","0.134714277"
"Bangladesh","050","Asia","Southern Asia","1995","0.190340810807012","22816.074","0.133694947"
"Bangladesh","050","Asia","Southern Asia","1994","0.161621139162807","18969.391","0.116847142"
"Bangladesh","050","Asia","Southern Asia","1993","0.15150236067276","17407.249","0.111395879"
"Bangladesh","050","Asia","Southern Asia","1992","0.157859354195011","17748.28","0.118929582"
"Bangladesh","050","Asia","Southern Asia","1991","0.144999394640031","15940.449","0.112629104"
"Bangladesh","050","Asia","Southern Asia","1990","0.144650458453804","15533.412","0.113578283"
"Barbados","052","Americas","Caribbean","2011","5.55637606279542","1565.809","0.362312738"
"Barbados","052","Americas","Caribbean","2010","5.41426411218419","1518.138","0.353946628"
"Barbados","052","Americas","Caribbean","2009","5.82238733217207","1624.481","0.379699984"
"Barbados","052","Americas","Caribbean","2008","5.86436819697876","1628.148","0.364803285"
"Barbados","052","Americas","Caribbean","2007","5.17643524433811","1430.13","0.321534886"
"Barbados","052","Americas","Caribbean","2006","4.98851678469972","1371.458","0.31349597"
"Barbados","052","Americas","Caribbean","2005","4.94620350333372","1353.123","0.326955407"
"Barbados","052","Americas","Caribbean","2004","4.75542697599236","1294.451","0.325279516"
"Barbados","052","Americas","Caribbean","2003","4.68454903929938","1268.782","0.323398839"
"Barbados","052","Americas","Caribbean","2002","4.55783158457132","1228.445","0.319295385"
"Barbados","052","Americas","Caribbean","2001","4.55135745594418","1221.111","0.319523974"
